ts_code,name,benchmark,index_code
516310.SH,银行ETF易方达,中证银行指数收益率,h20180.CSI
513010.SH,恒生科技ETF易方达,恒生科技指数收益率(使用估值汇率折算),
159740.SZ,恒生科技ETF大成,恒生科技指数收益率,
513180.SH,恒生科技ETF华夏,恒生科技指数收益率(使用估值汇率折算),
159742.SZ,恒生科技ETF博时,恒生科技指数收益率(经汇率调整后),
159888.SZ,智能汽车ETF华夏,中证智能汽车主题指数收益率,399432.SZ
159887.SZ,银行ETF富国,中证800银行指数收益率,h20022.CSI
159836.SZ,创业板300ETF天弘,创业板300指数收益率,
513690.SH,港股红利ETF博时,恒生港股通高股息率指数收益率(经估值汇率调整后),930914.CSI
516700.SH,大数据ETF华宝,中证大数据产业指数收益率,
516360.SH,新材料ETF华宝,中证新材料主题指数收益率,
516610.SH,医疗设备ETF大成,中证全指医疗保健设备与服务指数收益率,h20178.CSI
516590.SH,智能汽车ETF易方达,中证智能电动汽车指数收益率,
516950.SH,基建ETF银华,中证基建指数收益率,
159883.SZ,医疗器械ETF永赢,中证全指医疗器械指数收益率,931940.CSI
516900.SH,食品饮料ETF华安,中证申万食品饮料指数收益率,
159886.SZ,机械ETF富国,中证细分机械设备产业主题指数收益率,000812.SH
516070.SH,低碳ETF易方达,中证内地低碳经济主题指数收益率,399977.SZ
516960.SH,机械ETF国泰,中证细分机械设备产业主题指数收益率,000812.SH
516110.SH,汽车ETF国泰,中证800汽车与零部件指数收益率,h20015.CSI
517170.SH,沪港深500ETF华夏,中证沪港深500指数收益率,h20455.CSI
159885.SZ,碳中和ETF鹏华,中证内地低碳经济主题指数收益率,399977.SZ
516330.SH,物联网ETF华泰柏瑞,中证物联网主题指数收益率,
516550.SH,农业ETF嘉实,中证大农业指数收益率,
516510.SH,云计算ETF易方达,中证云计算与大数据主题指数收益率,
159890.SZ,云计算ETF招商,中证云计算与大数据主题指数收益率,
159866.SZ,日经ETF工银,日经225指数收益率(经汇率调整后),
159861.SZ,碳中和50ETF国泰,中证环保产业50指数收益率,
516670.SH,畜牧养殖ETF招商,中证畜牧养殖指数收益率,931946.CSI
159845.SZ,中证1000ETF华夏,中证1000指数收益率,000852.SH
513060.SH,恒生医疗ETF博时,恒生医疗保健指数收益率(经汇率调整后),h20178.CSI
159873.SZ,医疗设备ETF天弘,中证全指医疗保健设备与服务指数收益率,h20178.CSI
516300.SH,中证1000ETF华泰柏瑞,中证1000指数收益率,000852.SH
159876.SZ,有色ETF华宝,中证有色金属指数收益率,000819.SH
159858.SZ,创新药ETF南方,中证创新药产业指数收益率,
516090.SH,新能源ETF易方达,中证新能源指数收益率,
159835.SZ,创新药ETF建信,中证创新药产业指数收益率,
159871.SZ,有色ETF银华,中证有色金属指数收益率,000819.SH
516850.SH,新能源ETF华夏,中证新能源指数收益率,
516200.SH,证券ETF华安,中证全指证券公司指数收益率,h20168.CSI
516150.SH,稀土ETF嘉实,中证稀土产业指数收益率,930598.CSI
159880.SZ,有色ETF鹏华,国证有色金属行业指数收益率,932112.CSI
516500.SH,生物科技ETF华夏,中证生物科技主题指数收益率,932245.CSI
159851.SZ,金融科技ETF华宝,中证金融科技主题指数收益率,399699.SZ
516760.SH,养殖ETF平安,中证畜牧养殖指数收益率,931946.CSI
159842.SZ,券商ETF银华,中证全指证券公司指数收益率,h20168.CSI
516220.SH,化工ETF国泰,中证细分化工产业主题指数收益率,000813.SH
516120.SH,化工ETF富国,中证细分化工产业主题指数收益率,000813.SH
159865.SZ,养殖ETF国泰,中证畜牧养殖指数收益率,931946.CSI
516780.SH,稀土ETF华泰柏瑞,中证稀土产业指数收益率,930598.CSI
516020.SH,化工ETF华宝,中证细分化工产业主题指数收益率,000813.SH
159869.SZ,游戏ETF华夏,中证动漫游戏指数收益率,921523.CSI
516770.SH,游戏ETF华泰柏瑞,中证动漫游戏指数收益率,921523.CSI
159867.SZ,养殖ETF鹏华,中证畜牧养殖指数收益率,931946.CSI
516010.SH,游戏ETF国泰,中证动漫游戏指数收益率,921523.CSI
159870.SZ,化工ETF鹏华,中证细分化工产业主题指数收益率,000813.SH
159863.SZ,光伏ETF鹏华,中证光伏产业指数收益率,931151.CSI
516600.SH,消费服务ETF工银,中证消费服务领先指数收益率,000806.CSI
516520.SH,智能驾驶ETF华泰柏瑞,中证智能汽车主题指数收益率,399432.SZ
159855.SZ,影视ETF银华,中证影视主题指数收益率,
517100.SH,沪港深500ETF富国,中证沪港深500指数收益率,h20455.CSI
516180.SH,光伏ETF平安,中证光伏产业指数收益率,931151.CSI
159848.SZ,证券ETF国联安,中证全指证券公司指数收益率,h20168.CSI
516000.SH,大数据ETF华夏,中证大数据产业指数收益率,
516060.SH,创新药ETF工银,中证创新药产业指数收益率,
159849.SZ,生物科技ETF招商,中证生物科技主题指数收益率,932245.CSI
517000.SH,沪港深500ETF银华,中证沪港深500指数收益率,h20455.CSI
159857.SZ,光伏ETF天弘,中证光伏产业指数收益率,931151.CSI
517300.SH,沪港深300ETF国寿,中证沪港深300指数,921395.CSI
515230.SH,软件ETF国泰,中证全指软件指数收益率,h20202.CSI
516080.SH,创新药ETF易方达,中证创新药产业指数收益率,
516660.SH,新能源车ETF华安,中证新能源汽车指数收益率,
159850.SZ,恒生国企ETF华夏,恒生中国企业指数收益率(使用估值汇率折算),
517080.SH,沪港深500ETF汇添富,中证沪港深500指数收益率,h20455.CSI
159839.SZ,生物医药ETF汇添富,国证生物医药指数收益率,399441.SZ
516800.SH,智能制造ETF华宝,中证智能制造主题指数收益率,930850.CSI
159852.SZ,软件ETF嘉实,中证软件服务指数收益率,
159841.SZ,证券ETF天弘,中证全指证券公司指数收益率,h20168.CSI
513330.SH,恒生互联网ETF华夏,恒生互联网科技业指数收益率(使用估值汇率折算),
159843.SZ,食品饮料ETF招商,国证食品饮料行业指数收益率,399131.SZ
517050.SH,互联网ETF华泰柏瑞,中证沪港深互联网指数收益率,
517200.SH,互联网ETF嘉实,中证沪港深互联网指数,
159856.SZ,互联网龙头ETF工银,中证沪港深互联网指数收益率,
516160.SH,新能源ETF南方,中证新能源指数收益率,
516050.SH,科技龙头ETF工银,中证科技龙头指数收益率,921524.CSI
515910.SH,质量ETF中金,MSCI中国A股国际质量指数收益率,133333.CSI
159837.SZ,生物科技ETF易方达,中证生物科技主题指数收益率,932245.CSI
163418.SZ,兴全合兴LOF,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,000300.SH
515400.SH,大数据ETF富国,中证大数据产业指数收益率,
516880.SH,光伏ETF银华,中证光伏产业指数收益率,931151.CSI
515920.SH,智能消费ETF博时,中证智能消费主题指数,
515170.SH,食品饮料ETF华夏,中证细分食品饮料产业主题指数收益率,000815.SH
513550.SH,港股通50ETF华泰柏瑞,中证港股通50指数收益率(使用估值汇率折算),930931.CSI
515710.SH,食品饮料ETF华宝,中证细分食品饮料产业主题指数收益率,000815.SH
515250.SH,智能汽车ETF富国,中证智能汽车主题指数收益率,399432.SZ
159828.SZ,医疗ETF国泰,中证医疗指数收益率,
515290.SH,银行ETF天弘,中证银行指数收益率,h20180.CSI
159824.SZ,新能源车ETF博时,中证新能源汽车指数收益率,
159827.SZ,农业ETF银华,中证农业主题指数,
159825.SZ,农业ETF富国,中证农业主题指数收益率,
515790.SH,光伏ETF华泰柏瑞,中证光伏产业指数收益率,931151.CSI
515120.SH,创新药ETF广发,中证创新药产业指数,
515320.SH,电子50ETF华安,中证电子50指数收益率,399281.SZ
513300.SH,纳斯达克ETF华夏,估值汇率调整后的纳斯达克100指数收益,
501207.SH,华夏创新未来LOF,中证800指数收益率*70%+上证国债指数收益率*20%+经汇率调整的恒生指数收益率*10%,
501206.SH,添富创新未来LOF,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,
501208.SH,中欧创新未来LOF,中证800指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率*10%,
501205.SH,鹏华创新未来LOF,中证800指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),
159821.SZ,创业板ETF中银证券,创业板指数收益率,399006.SZ
501203.SH,易基创新未来LOF,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,
159822.SZ,新经济ETF银华,标普中国新经济行业(A股上限)指数收益率,
588000.SH,科创50ETF华夏,上证科创板50成份指数收益率,
588090.SH,科创50ETF华泰柏瑞,上证科创板50成份指数收益率,
588050.SH,科创50ETF工银,上证科创板50成份指数收益率,
588080.SH,科创50ETF易方达,上证科创板50成份指数收益率,
162720.SZ,广发创业板定开,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,399006.SZ
515530.SH,中证500ETF泰康,中证500指数收益率,
515760.SH,浙江国资ETF华夏,中证浙江国资创新发展指数收益率,921372.CSI
510370.SH,沪深300ETF兴业,沪深300指数收益率,000300.SH
160529.SZ,创业板博时定开,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,399102.SZ
160143.SZ,创业板定开南方,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,399006.SZ
518890.SH,上海金ETF中银,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,
502056.SH,医疗基金LOF,中证医疗指数收益率*95%+银行活期存款利率(税后)*5%,
510760.SH,上证指数ETF国泰,上证综合指数收益率,000008.SH
161914.SZ,创业板2年定开,创业板综合指数收益率*80%+中债综合指数收益率*20%,399102.SZ
161121.SZ,银行LOF易方达,中证银行指数收益率*95%+活期存款利率(税后)*5%,h20180.CSI
159820.SZ,中证500ETF天弘,中证500指数收益率,
518860.SH,上海金ETF建信,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率,
159808.SZ,创100ETF融通,创业板指数收益率,399006.SZ
513990.SH,港股通ETF招商,上证港股通指数收益率,
506001.SH,万家科创板,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,
511360.SH,短融ETF海富通,中证短融指数收益率,
159816.SZ,0-4年地方债ETF鹏华,中证0-4年期地方政府债指数收益率,
506003.SH,富国科创板,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,
506005.SH,科创板博时,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,
506006.SH,汇添富科创板,上证科创板50成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,
506000.SH,科创板基金,上证科创板50成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,
506002.SH,易方达科创板,上证科创板50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,
159819.SZ,人工智能ETF易方达,中证人工智能主题指数收益率,921487.CSI
160325.SZ,华夏创业板定开,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,399006.SZ
501202.SH,华泰创新先锋LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
515260.SH,电子ETF华宝,中证电子50指数收益率,399281.SZ
166027.SZ,中欧创业定开,创业板指数收益率*70%+中证短债指数收益率*20%+中证港股通指数收益率*10%,399006.SZ
160926.SZ,创业板定开,创业板综合指数收益率*60%+中债综合全价指数收益率*30%+恒生综合指数收益率*10%,399102.SZ
161040.SZ,创业富国定开,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,399006.SZ
511180.SH,可转债ETF海富通,上证投资级可转债及可交换债券指数收益率,
518600.SH,金ETF广发,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,
518680.SH,金ETF富国,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率,
510570.SH,中证500ETF兴业,中证500指数收益率,
515560.SH,证券ETF建信,中证全指证券公司指数,h20168.CSI
159814.SZ,创业大盘ETF西部利得,创业板大盘指数收益率,
159810.SZ,创业板ETF浦银,创业板指数收益率,399006.SZ
513080.SH,法国ETF华安,法国CAC40指数收益率(经汇率调整后),
515100.SH,红利低波100ETF景顺,中证红利低波动100指数收益率,921345.CSI
501200.SH,科创加银LOF,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,
515770.SH,MSCI中国A股ETF摩根,MSCI中国A股人民币指数收益率,133333.CSI
515190.SH,中证500ETF中银证券,中证500指数收益率,
167508.SZ,安信价值发现定开,沪深300指数收益率*70%+中债总指数(全价)收益率*25%+恒生指数收益率*5%,000300.SH
159812.SZ,黄金ETF前海开源,上海黄金交易所Au99.99现货实盘合约收益率,
515960.SH,医药ETF嘉实,中证医药健康100策略指数收益率,931166.CSI
518660.SH,黄金ETF工银,上海黄金交易所Au99.99现货实盘合约收盘价收益率,
159813.SZ,半导体ETF鹏华,国证半导体芯片指数收益率,980001.CSI
518850.SH,黄金ETF华夏,上海黄金交易所黄金现货实盘合约Au99.99价格收益率,
501099.SH,平安新兴产业LOF,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*20%+恒生指数收益率(经汇率估值调整)*15%,
510200.SH,上证券商ETF汇安,上证证券行业指数,
515130.SH,沪深300ETF博时,沪深300指数收益率,000300.SH
168701.SZ,金融科技LOF,国证香蜜湖金融科技指数收益率*95%+人民币银行活期存款利率(税后)*5%,
159811.SZ,5GETF博时,中证5G产业50指数收益率,
164508.SZ,国富中证A100LOF,中证100指数收益率*95%+银行同业存款利率*5%,399329.SZ
501098.SH,科创建信LOF,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,
501097.SH,科创国寿LOF,中证500指数收益率*70%+中证全债指数收益率*30%,
159991.SZ,创业板大盘ETF招商,创业板大盘指数收益率,
160527.SZ,博时研究优选LOF,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,000300.SH
501096.SH,国联安科创LOF,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,
515890.SH,红利ETF博时,中证红利指数收益率,000015.SH
159992.SZ,创新药ETF银华,中证创新药产业指数,
159998.SZ,计算机ETF天弘,中证计算机主题指数收益率,
515950.SH,医药50ETF富国,中证医药50指数收益率,399647.SZ
159807.SZ,科技ETF易方达,中证科技50指数收益率,399279.SZ
513090.SH,香港证券ETF易方达,中证香港证券投资主题指数收益率(使用估值汇率折算),930709.CSI
501095.SH,中银证券科技创新LOF,中国战略新兴产业成份指数收益率*80%+中债综合全价指数收益率*20%,
159806.SZ,新能源车ETF国泰,中证新能源汽车指数收益率,
159805.SZ,传媒ETF鹏华,中证传媒指数收益率,
501093.SH,华夏翔阳LOF,中证800指数收益率*50%+中债综合指数收益率*30%+经汇率调整的恒生指数收益率*20%,
511380.SH,可转债ETF博时,中证可转债及可交换债券指数收益率,
159804.SZ,创中盘88ETF国寿,国证创业板中盘精选88指数,
515630.SH,证券保险ETF鹏华,中证800证券保险指数收益率,399966.SZ
159996.SZ,家电ETF国泰,中证全指家用电器指数收益率,
159997.SZ,电子ETF天弘,中证电子指数收益率,399136.SZ
501092.SH,交银瑞思LOF,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,000300.SH
515030.SH,新能源车ETF华夏,中证新能源汽车指数收益率,
502000.SH,500增强LOF,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,
515160.SH,MSCI中国ETF招商,MSCI中国A股国际通指数(MSCI China A Inclusion RMB Index)收益率,133333.CSI
159994.SZ,通信ETF银华,中证5G通信主题指数,931079.CSI
515210.SH,钢铁ETF国泰,中证钢铁指数收益率,
515850.SH,证券ETF富国,中证全指证券公司指数收益率,h20168.CSI
501091.SH,嘉实欣荣LOF,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,000300.SH
515220.SH,煤炭ETF国泰,中证煤炭指数收益率,000820.SH
159801.SZ,芯片ETF广发,国证半导体芯片指数收益率,980001.CSI
159995.SZ,芯片ETF华夏,国证半导体芯片指数收益率,980001.CSI
515090.SH,可持续发展ETF博时,中证可持续发展100指数收益率,
515450.SH,红利低波50ETF南方,标普中国A股大盘红利低波50指数收益率,
515700.SH,新能源车ETF平安,中证新能源汽车产业指数收益率,
515380.SH,沪深300ETF泰康,沪深300指数收益率,000300.SH
159993.SZ,证券ETF鹏华,国证证券龙头指数收益率,399437.SZ
515350.SH,沪深300ETF民生加银,沪深300指数,000300.SH
515980.SH,人工智能ETF华富,中证人工智能产业指数收益率,921487.CSI
512730.SH,银行ETF鹏华,中证银行指数收益率,h20180.CSI
159970.SZ,深100ETF工银,深证100指数收益率,399329.SZ
501090.SH,消费龙头LOF,中证消费龙头指数收益率*95%+人民币银行活期存款利率(税后)*5%,931068.CSI
161837.SZ,银华大盘定开,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率调整)*20%+中证综合债指数收益率*20%,000300.SH
159981.SZ,能源化工ETF建信,易盛郑商所能源化工指数A收益率,
515390.SH,沪深300ETF华安,沪深300指数收益率,000300.SH
515070.SH,人工智能ETF华夏,中证人工智能主题指数收益率,921487.CSI
167506.SZ,安信深圳科技LOF,中证深圳科技创新主题指数收益率*95%+银行活期存款利率(税后)*5%,931136.CSI
515330.SH,沪深300ETF天弘,沪深300指数收益率,000300.SH
515310.SH,沪深300ETF汇添富,沪深300指数收益率,000300.SH
501089.SH,消费红利增强LOF,中证主要消费红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,h01158.CSI
515080.SH,中证红利ETF招商,中证红利指数收益率,000015.SH
515060.SH,房地产ETF华夏,中证全指房地产指数收益率,931775.CSI
515180.SH,红利ETF易方达,中证红利指数收益率,000015.SH
515660.SH,沪深300ETF国联安,沪深300指数,000300.SH
159982.SZ,中证500ETF鹏华,中证500指数收益率,
515750.SH,科技50ETF富国,中证科技50策略指数收益率,931696.CSI
515550.SH,中证500ETF国联,中证500指数收益率,
515590.SH,500等权ETF前海开源,中证500等权重指数,000982.SH
511060.SH,5年地方债ETF海富通,上证5年期地方政府债指数收益率,
159975.SZ,深100ETF招商,深证100指数(价格)收益率,399329.SZ
166107.SZ,多因子LOF,中证500指数收益率*95%+银行活期存款利率(税后)*5%,
515150.SH,一带一路ETF富国,中证国企一带一路指数收益率,000859.CSI
515990.SH,一带一路ETF汇添富,中证国企一带一路指数收益率,000859.CSI
162216.SZ,宏利500增强LOF,中证500指数收益率*95%+1年期定期存款利率(税后)*5%,
515110.SH,一带一路ETF易方达,中证国企一带一路指数收益率,000859.CSI
159976.SZ,湾创ETF工银,粤港澳大湾区创新100指数收益率,
515200.SH,创新100ETF申万菱信,中证研发创新100指数,
515020.SH,银行ETF华夏,中证银行指数收益率,h20180.CSI
159980.SZ,有色ETF大成,上海期货交易所有色金属期货价格指数收益率,
510530.SH,中证500ETF工银,中证500指数收益率,
515650.SH,消费50ETF富国,中证消费50指数收益率,000126.SH
515800.SH,中证800ETF汇添富,中证800指数收益率,
515810.SH,中证800ETF易方达,中证800指数收益率,
515580.SH,科技100ETF华泰柏瑞,中证科技100指数收益率,399608.SZ
167302.SZ,大湾区LOF,恒生沪深港通大湾区综合指数收益率*95%+人民币银行活期存款利率(税后)*5%,
515860.SH,科技ETF嘉实,中证新兴科技100策略指数收益率,931165.CSI
159985.SZ,豆粕ETF华夏,大连商品交易所豆粕期货价格指数收益率,
515360.SH,沪深300ETF方正富邦,沪深300指数收益率,000300.SH
512970.SH,大湾区ETF平安,中证粤港澳大湾区发展主题指数收益率,
515680.SH,央企创新ETF嘉实,中证央企创新驱动指数收益率,000861.CSI
159974.SZ,央企创新ETF富国,中证央企创新驱动指数收益率,000861.CSI
515600.SH,央企创新ETF广发,中证央企创新驱动指数收益率,000861.CSI
161118.SZ,中小企业100LOF,中小企业100指数收益率*95%+活期存款利率(税后)*5%,
515900.SH,央企创新ETF博时,中证央企创新驱动指数收益率,000861.CSI
515010.SH,证券ETF华夏,中证全指证券公司指数收益率,h20168.CSI
515050.SH,通信ETF华夏,中证5G通信主题指数收益率,931079.CSI
159977.SZ,创业板ETF天弘,创业板指数收益率,399006.SZ
510100.SH,上证50ETF易方达,上证50指数收益率,
501087.SH,交银瑞丰LOF,沪深300指数收益率*70%+中证综合债券指数收益率*25%+恒生指数收益率*5%,000300.SH
501088.SH,嘉实瑞虹,沪深300指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,000300.SH
512530.SH,沪深300红利ETF建信,沪深300红利指数,000821.CSI
159972.SZ,5年地方债ETF鹏华,中证5年期地方政府债指数收益率,
515880.SH,通信ETF国泰,中证全指通信设备指数收益率,h21160.CSI
515300.SH,300红利低波ETF嘉实,沪深300红利低波动指数收益率,000821.CSI
512190.SH,浙商之江凤凰ETF,中证浙江凤凰行动50指数收益率,
159968.SZ,中证500ETF博时,中证500指数收益率,
512650.SH,长三角ETF汇添富,中证长三角一体化发展主题指数收益率,
512710.SH,军工龙头ETF富国,中证军工龙头指数收益率,931066.CSI
515000.SH,科技ETF华宝,中证科技龙头指数收益率,921524.CSI
161729.SZ,招商瑞利LOF,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,000300.SH
501079.SH,科创大成LOF,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,
159973.SZ,民企ETF弘毅远方,国证民企领先100指数收益率,921267.CSI
512930.SH,AI人工智能ETF平安,中证人工智能主题指数收益率,921487.CSI
512720.SH,计算机ETF国泰,中证计算机主题指数收益率,
501080.SH,科创主题投资基金LOF,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,
501085.SH,财通科创LOF,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,
512670.SH,国防ETF鹏华,中证国防指数收益率,
501083.SH,科创银华LOF,中债综合财富指数收益率*50%+中国战略新兴产业成份指数收益率*40%+恒生指数收益率(使用估值汇率调整)*10%,
501081.SH,科创中欧LOF,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,
501082.SH,科创投资LOF,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)*20%,
159967.SZ,创业板成长ETF华夏,创业板动量成长指数收益率,
159966.SZ,创业板价值ETF华夏,创业板低波价值指数收益率,
501075.SH,科创主题LOF,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,
513520.SH,日经ETF华夏,日经225指数收益率(经汇率调整后),
513800.SH,日本东证指数ETF南方,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",
513880.SH,日经225ETF华安,日经225指数收益率(经汇率调整后),
513000.SH,日经225ETF易方达,日经225指数收益率(使用估值汇率折算),
159971.SZ,创业板ETF富国,创业板指数收益率,399006.SZ
501073.SH,华安智联LOF,中债综合指数收益率*80%+中证800指数收益率*20%,
501078.SH,科创配置LOF,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,
501077.SH,富国创新企业LOF,中证TMT产业主题指数收益率*60%+中证全债指数收益率*40%,
501076.SH,鹏华创新动力LOF,中国战略新兴产业成份指数收益率*30%+沪深300指数收益率*30%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,
160526.SZ,博时优势企业,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,000300.SH
512910.SH,A100ETF广发,中证A100指数收益率,000903.SH
512750.SH,基本面50ETF嘉实,中证锐联基本面50指数收益率,
510350.SH,沪深300ETF工银,沪深300指数收益率,000300.SH
512170.SH,医疗ETF华宝,中证医疗指数收益率,
512760.SH,芯片ETF国泰,中华交易服务半导体芯片行业指数收益率,
161029.SZ,银行龙头LOF,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,h20180.CSI
512480.SH,半导体ETF国联安,中证全指半导体产品与设备指数收益率,h20184.CSI
166025.SZ,中欧远见定开,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,000300.SH
512290.SH,生物医药ETF国泰,中证生物医药指数收益率,399441.SZ
512690.SH,酒ETF鹏华,中证酒指数收益率,
501071.SH,泓德丰泽LOF,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,
161912.SZ,社会责任定开,沪深300指数收益率*80%+上证国债指数收益率*20%,000300.SH
160925.SZ,沪深港300LOF,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,
512380.SH,MSCI中国ETF银华,MSCI中国A股人民币指数收益率,133333.CSI
159965.SZ,央视50ETF国联,央视财经50指数收益率,
159964.SZ,创业板ETF平安,创业板指数收益率,399006.SZ
501070.SH,广发睿阳,中证800指数收益率*65%+中证全债指数收益率*35%,
501311.SH,港股通新经济LOF,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,
501064.SH,国泰价值LOF,沪深300指数收益率*60%+中债综合指数收益率*40%,000300.SH
511030.SH,公司债ETF平安,中债-中高等级公司债利差因子指数收益率,
512150.SH,富时A50ETF汇安,富时中国A50指数收益率,
511020.SH,国债ETF平安,中证5-10年期国债活跃券指数收益率*100%,
512890.SH,红利低波ETF华泰柏瑞,中证红利低波动指数收益率,921345.CSI
512870.SH,杭州湾区ETF南华,中证杭州湾区指数收益率,931033.CSI
510850.SH,上证50ETF工银,上证50指数收益率,
501065.SH,经典成长,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,000300.SH
510550.SH,中证500ETF方正富邦,中证500指数收益率,
512260.SH,中证500低波动ETF华安,中证500行业中性低波动指数收益率,
512040.SH,价值100ETF富国,中证国信价值指数收益率,931052.CSI
159961.SZ,深100ETF方正富邦,深证100价格指数收益率,399004.SZ
161132.SZ,易方达科顺定开,中证800指数收益率*40%+中债总指数收益率*40%+中证港股通综合指数收益率*20%,
501310.SH,价值基金LOF,标普沪港深中国增强价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,
512820.SH,银行ETF汇添富,中证银行指数收益率,h20180.CSI
159959.SZ,央企ETF银华,中证央企结构调整指数收益率,
512960.SH,央企结构调整ETF博时,中证央企结构调整指数收益率,
512950.SH,央企改革ETF华夏,中证央企结构调整指数收益率,
511270.SH,10年地方债ETF海富通,上证10年期地方政府债指数收益率,
159960.SZ,恒生中国企业ETF平安,恒生中国企业指数收益率(经汇率调整),
501062.SH,南方瑞合LOF,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,000300.SH
510600.SH,上证50ETF申万菱信,上证50指数,
501060.SH,金选300A类LOF,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,
501061.SH,金选300C类LOF,中证中金优选300指数收益率*95%+银行活期存款利率(税后)*5%,
160726.SZ,嘉实瑞享定开,沪深300指数收益率*50%+恒生指数收益率*40%(人民币计价)+中债综合财富指数收益率*10%,000300.SH
512770.SH,战略新兴ETF华夏,中国战略新兴产业成份指数(简称:新兴成指)指数收益率,
501059.SH,国企红利LOF,中证国有企业红利指数收益率*90%+商业银行活期存款利率(税后)*10%,
501189.SH,嘉实产业优选LOF,沪深300指数收益率*45%+恒生指数收益率(人民币计价)*45%+中债综合财富指数收益率*10%,000300.SH
161131.SZ,易方达科润LOF,沪深300指数收益率*45%+中证港股通综合指数收益率*35%+中债总指数收益率*20%,000300.SH
161728.SZ,招商优选LOF,沪深300指数收益率*60%+恒生综合指数收益率(经汇率调整后)*20%+中债综合(全价)指数收益率*20%,000300.SH
501188.SH,添富核心精选LOF,沪深300指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%,000300.SH
